SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1,RVHL.NS
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10,RVNL.NS
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10,RVTH.NS
S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,INE902B01017,10,S&SPOWER.NS
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,2,1,INE13B501022,2,SAATVIKGL.NS
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10,SABEVENTS.NS
SABTNL,Sri Adhikari Brothers Television Network Limited,EQ,01-APR-2024,10,1,INE416A01044,10,SABTNL.NS
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10,SADBHIN.NS
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1,SADHNANIQ.NS
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2,SAGCEM.NS
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,10,1,INE0W2G01015,10,SAGILITY.NS
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10,SAHYADRI.NS
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10,SAIL.NS
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1,SAILIFE.NS
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1,SALASAR.NS
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,INE658G01014,10,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10,SALZERELEC.NS
SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,1,1,INE699B01027,1,SAMBHAAV.NS
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10,1,INE12NJ01018,10,SAMBHV.NS
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1,SAMHI.NS
SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,2,1,INE148I01020,2,SAMMAANCAP.NS
SAMPANN,Sampann Utpadan India Limited,EQ,27-JUL-2012,10,1,INE735M01018,10,SAMPANN.NS
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10,SANATHAN.NS
SANCO,Sanco Industries Limited,BZ,22-NOV-2016,10,1,INE782L01012,10,SANCO.NS
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10,SANDHAR.NS
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10,SANDUMA.NS
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10,SANGAMIND.NS
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10,SANGHIIND.NS
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,1,1,INE989A01032,1,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10,SANGINITA.NS
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10,SANOFI.NS
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10,1,INE0UOS01011,10,SANOFICONR.NS
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2,SANSERA.NS
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2,1,INE08NE01025,2,SANSTAR.NS
SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1,SANWARIA.NS
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,2,1,INE806T01020,2,SAPPHIRE.NS
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1,SARDAEN.NS
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1,SARLAPOLY.NS
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,1,1,INE324X01026,1,SARVESHWAR.NS
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10,SASKEN.NS
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10,SASTASUNDR.NS
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1,SATIA.NS
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10,SATIN.NS
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10,SAURASHCEM.NS
SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1,SBC.NS
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2,SBCL.NS
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10,SBFC.NS
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1,SBGLP.NS
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10,SBICARD.NS
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10,SBILIFE.NS
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1,SBIN.NS
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10,SCI.NS
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10,SCILAL.NS
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,10,1,INE090501011,10,SCODATUBES.NS
SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10,SCPL.NS
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2,1,INE480C01038,2,SDBL.NS
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10,SEAMECLTD.NS
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,INE0BTM01013,10,SECMARK.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,5,1,INE650K01021,5,SECURKLOUD.NS
SEJALLTD,Sejal Glass Limited,BE,13-DEC-2021,10,1,INE955I01044,10,SEJALLTD.NS
SELMC,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10,1,INE105I01020,10,SELMC.NS
SEMAC,Semac Construction Limited,EQ,11-AUG-2005,10,1,INE617A01013,10,SEMAC.NS
SENCO,Senco Gold Limited,EQ,14-JUL-2023,5,1,INE602W01027,5,SENCO.NS
SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10,1,INE0RB801010,10,SENORES.NS
SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10,SEPC.NS
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2,SEQUENT.NS
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1,1,INE782X01033,1,SERVOTECH.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2,SESHAPAPER.NS
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2,SETCO.NS
SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1,1,INE023M01027,1,SETUINFRA.NS
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5,SFL.NS
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,10,1,INE618R01015,10,SGFIN.NS
SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10,SGIL.NS
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10,SGL.NS
SGLTL,Standard Glass Lining Technology Limited,EQ,13-JAN-2025,10,1,INE0M4D01010,10,SGLTL.NS
SGMART,SG Mart Limited,EQ,12-SEP-2025,1,1,INE385F01024,1,SGMART.NS
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1,1,INE482J01021,1,SHAH.NS
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10,SHAHALLOYS.NS
SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2,1,INE151G01028,2,SHAILY.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10,SHAKTIPUMP.NS
SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10,SHANKARA.NS
SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10,SHANTI.NS
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1,SHANTIGEAR.NS
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,10,1,INE06ZD01017,10,SHANTIGOLD.NS
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2,SHARDAMOTR.NS
SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,2,1,INE932X01026,2,SHAREINDIA.NS
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-JAN-2011,10,1,INE268L01046,10,SHEKHAWATI.NS
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10,SHEMAROO.NS
SHILCTECH,Shilchar Technologies Limited,EQ,24-NOV-2025,10,1,INE024F01011,10,SHILCTECH.NS
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1,SHILPAMED.NS
SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5,SHIVALIK.NS
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10,SHIVATEX.NS
SHIVAUM,Shiv Aum Steels Limited,EQ,14-NOV-2025,10,1,INE719F01016,10,SHIVAUM.NS
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5,SHOPERSTOP.NS
SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,2,1,INE715Y01031,2,SHRADHA.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10,SHREECEM.NS
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,10,1,INE1B6101010,10,SHREEJISPG.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5,SHREERAMA.NS
SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10,SHREYANIND.NS
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,10,1,INE1B3L01017,10,SHRINGARMS.NS
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10,SHRIPISTON.NS
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2,SHRIRAMFIN.NS
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10,SHRIRAMPPS.NS
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1,SHYAMCENT.NS
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10,SHYAMMETL.NS
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10,SHYAMTEL.NS
SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,10,1,INE075B01020,10,SICALLOG.NS
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2,SIEMENS.NS
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1,SIGACHI.NS
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10,SIGIND.NS
SIGMA,Sigma Solve Limited,BE,09-JUN-2023,1,1,INE0A0S01028,1,SIGMA.NS
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1,SIGNATURE.NS
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2,1,INE0KGZ01021,2,SIGNPOST.NS
SIKKO,Sikko Industries Limited,BE,22-OCT-2021,1,1,INE112X01025,1,SIKKO.NS
SIL,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5,SIL.NS
SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10,SILGO.NS
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10,SILINV.NS
SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,10,1,INE203Y01012,10,SILLYMONKS.NS
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10,SILVERTUC.NS
SIMBHALS,Simbhaoli Sugars Limited,BZ,14-MAR-2016,10,1,INE748T01016,10,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2,SIMPLEXINF.NS
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2,SINCLAIR.NS
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1,SINDHUTRAD.NS
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10,SINTERCOM.NS
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10,SIRCA.NS
SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5,SIS.NS
SITINET,Siti Networks Limited,BZ,10-JAN-2007,1,1,INE965H01011,1,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2,SIYSIL.NS
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10,SJS.NS
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10,SJVN.NS
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10,SKFINDIA.NS
SKFINDUS,SKF India (Industrial) Limited,BE,05-DEC-2025,10,1,INE2J8701016,10,SKFINDUS.NS
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10,1,INE411D01015,10,SKMEGGPROD.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10,1,INE01IU01018,10,SKYGOLD.NS
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2,SMARTLINK.NS
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10,1,INE0NAZ01010,10,SMARTWORKS.NS
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2,SMCGLOBAL.NS
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003,10,1,INE294B01019,10,SMLMAH.NS
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10,SMLT.NS
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10,SNOWMAN.NS
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10,SOBHA.NS
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10,SOFTTECH.NS
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10,SOLARA.NS
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2,SOLARINDS.NS
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025,5,1,INE0TY101024,5,SOLARWORLD.NS
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,10,1,INE880Y01017,10,SOLEX.NS
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,10,1,INE314C01013,10,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,SOMICONVEY.NS
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10,SONACOMS.NS
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5,SONAMLTD.NS
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,SONATSOFTW.NS
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,BE,18-APR-2019,10,1,INE980Y01015,10,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,SPANDANA.NS
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,SPARC.NS
SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1,SPCENET.NS
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,SPECIALITY.NS
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10,1,INE01EO01010,10,SPECTRUM.NS
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,SPENCERS.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,SPIC.NS
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,SPLIL.NS
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2,SPLPETRO.NS
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,SPMLINFRA.NS
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1,SPORTKING.NS
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10,1,INE01NE01012,10,SRD.NS
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,SREEL.NS
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,SRF.NS
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10,SRGHFL.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,SRHHYPOLTD.NS
SRM,SRM Contractors Limited,EQ,03-APR-2024,10,1,INE0R6Z01013,10,SRM.NS
SRPL,Shree Ram Proteins Limited,BZ,23-SEP-2020,1,1,INE008Z01020,1,SRPL.NS
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10,SSDL.NS
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1,SSWL.NS
STALLION,Stallion India Fluorochemicals Limited,BE,23-JAN-2025,10,1,INE0RYC01010,10,STALLION.NS
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2,STANLEY.NS
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,STAR.NS
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,STARCEMENT.NS
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10,STARHEALTH.NS
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,STARPAPER.NS
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10,STARTECK.NS
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10,STCINDIA.NS
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,1,1,INE124E01038,1,STEELCAS.NS
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1,STEELXIND.NS
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,STEL.NS
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,STERTOOLS.NS
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,2,1,INE1VXE01018,2,STLNETWORK.NS
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,STLTECH.NS
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10,STOVEKRAFT.NS
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025,5,1,INE00Q601028,5,STUDDS.NS
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,10,1,INE04VU01023,10,STYL.NS
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5,STYLAMIND.NS
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,5,1,INE01FR01028,5,STYLEBAAZA.NS
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10,1,INE189B01011,10,STYRENIX.NS
SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5,SUBEXLTD.NS
SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2,SUBROS.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2,SUDARSCHEM.NS
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-NOV-2025,1,1,INE0QPI01025,1,SUDEEPPHRM.NS
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5,1,INE450E01029,5,SUKHJITS.NS
SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2,SULA.NS
SUMEETINDS,Sumeet Industries Limited,BE,10-DEC-2010,2,1,INE235C01036,2,SUMEETINDS.NS
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10,SUMICHEM.NS
SUMIT,Sumit Woods Limited,EQ,30-JUL-2019,10,1,INE748Z01013,10,SUMIT.NS
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10,SUMMITSEC.NS
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,5,1,INE0Q3R01026,5,SUNCLAY.NS
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10,SUNDARMFIN.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1,SUNDRMFAST.NS
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002,10,1,INE209A01019,10,SUNDROP.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10,SUNFLAG.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1,SUNPHARMA.NS
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1,SUNTECK.NS
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5,SUNTV.NS
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10,SUPERHOUSE.NS
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1,SUPERSPIN.NS
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1,SUPRAJIT.NS
